#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
KEGG	hsa05131	Shigellosis	2	218	1.96	0.0048	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
KEGG	hsa05166	Human T-cell leukemia virus 1 infection	2	210	1.97	0.0048	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
KEGG	hsa05165	Human papillomavirus infection	2	324	1.78	0.0092	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Reactome	HSA-6803207	TP53 Regulates Transcription of Caspase Activators and Caspases	2	12	3.22	0.0011	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Reactome	HSA-6803204	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	2	19	3.02	0.0012	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Reactome	HSA-6804760	Regulation of TP53 Activity through Methylation	2	19	3.02	0.0012	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Reactome	HSA-6804757	Regulation of TP53 Degradation	2	35	2.75	0.0020	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Reactome	HSA-349425	Autodegradation of the E3 ubiquitin ligase COP1	2	51	2.59	0.0023	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Reactome	HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	2	60	2.52	0.0025	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Reactome	HSA-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	2	60	2.52	0.0025	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Reactome	HSA-6796648	TP53 Regulates Transcription of DNA Repair Genes	2	62	2.5	0.0025	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Reactome	HSA-69473	G2/M DNA damage checkpoint	2	77	2.41	0.0025	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Reactome	HSA-6804756	Regulation of TP53 Activity through Phosphorylation	2	92	2.33	0.0030	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP1545	miRNAs involved in DNA damage response	2	15	3.12	0.00055	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP1742	TP53 network	2	19	3.02	0.00055	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP3982	miRNA regulation of p53 pathway in prostate cancer	2	24	2.91	0.00055	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP1971	Integrated cancer pathway	2	44	2.65	0.00087	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP2516	ATM signaling pathway	2	40	2.69	0.00087	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP3959	DNA IR-double strand breaks and cellular response via ATM	2	55	2.55	0.0011	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP1530	miRNA regulation of DNA damage response	2	71	2.44	0.0012	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP2261	Glioblastoma signaling pathways	2	82	2.38	0.0012	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP3651	Pathways affected in adenoid cystic carcinoma	2	65	2.48	0.0012	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP4016	DNA IR-damage and cellular response via ATR	2	81	2.39	0.0012	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP45	G1 to S cell cycle control	2	64	2.49	0.0012	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP707	DNA damage response	2	69	2.46	0.0012	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP179	Cell cycle	2	120	2.22	0.0019	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP2263	Androgen receptor network in prostate cancer	2	109	2.26	0.0019	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP5322	CKAP4 signaling pathway map	2	114	2.24	0.0019	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP710	DNA damage response (only ATM dependent)	2	109	2.26	0.0019	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP4262	Breast cancer pathway	2	154	2.11	0.0029	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP5087	Malignant pleural mesothelioma	2	434	1.66	0.0212	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Monarch	HP:0005374	Cellular immunodeficiency	2	38	2.71	0.0119	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Monarch	HP:0005550	Chronic lymphatic leukemia	2	18	3.04	0.0119	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Monarch	HP:0012189	Hodgkin lymphoma	2	20	2.99	0.0119	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Monarch	HP:0012539	Non-Hodgkin lymphoma	2	29	2.83	0.0119	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Monarch	EFO:0004632	Nevus count	2	57	2.54	0.0161	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Monarch	HP:0003002	Breast carcinoma	2	54	2.56	0.0161	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Monarch	HP:0002039	Anorexia	2	63	2.5	0.0163	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Monarch	EFO:0004554	Genomic measurement	2	116	2.23	0.0395	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
DISEASES	DOID:12704	Ataxia telangiectasia	2	5	3.6	0.00050	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
DISEASES	DOID:11054	Urinary bladder cancer	2	38	2.71	0.0092	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
DISEASES	DOID:1612	Breast cancer	2	62	2.5	0.0092	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
DISEASES	DOID:1909	Melanoma	2	46	2.63	0.0092	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
DISEASES	DOID:345	Uterine disease	2	72	2.44	0.0092	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
DISEASES	DOID:4159	Skin cancer	2	63	2.5	0.0092	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
TISSUES	BTO:0001938	U2-OS cell	2	5	3.6	0.00026	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
